# `n`             a positive integer
# `factorization` the prime factorization of n, including exponents
# `primeness`     notes if n is a prime, prime power, radical, radical power, or primorial

     n, factorization, primeness
  6126, 2 3 1021,      radical
  6127, 11 557,        radical
  6128, 2⁴ 383,        
  6129, 3³ 227,        
  6130, 2 5 613,       radical
  6131, 6131,          prime
  6132, 2² 3 7 73,     
  6133, 6133,          prime
  6134, 2 3067,        radical
  6135, 3 5 409,       radical
  6136, 2³ 13 59,      
  6137, 17 19²,        
  6138, 2 3² 11 31,    
  6139, 7 877,         radical
  6140, 2² 5 307,      
  6141, 3 23 89,       radical
  6142, 2 37 83,       radical
  6143, 6143,          prime
  6144, 2¹¹ 3,         
  6145, 5 1229,        radical
  6146, 2 7 439,       radical
  6147, 3² 683,        
  6148, 2² 29 53,      
  6149, 11 13 43,      radical
  6150, 2 3 5² 41,     
  6151, 6151,          prime
  6152, 2³ 769,        
  6153, 3 7 293,       radical
  6154, 2 17 181,      radical
  6155, 5 1231,        radical
  6156, 2² 3⁴ 19,      
  6157, 47 131,        radical
  6158, 2 3079,        radical
  6159, 3 2053,        radical
  6160, 2⁴ 5 7 11,     
  6161, 61 101,        radical
  6162, 2 3 13 79,     radical
  6163, 6163,          prime
  6164, 2² 23 67,      
  6165, 3² 5 137,      
  6166, 2 3083,        radical
  6167, 7 881,         radical
  6168, 2³ 3 257,      
  6169, 31 199,        radical
  6170, 2 5 617,       radical
  6171, 3 11² 17,      
  6172, 2² 1543,       
  6173, 6173,          prime
  6174, 2 3² 7³,       
  6175, 5² 13 19,      
  6176, 2⁵ 193,        
  6177, 3 29 71,       radical
  6178, 2 3089,        radical
  6179, 37 167,        radical
  6180, 2² 3 5 103,    
  6181, 7 883,         radical
  6182, 2 11 281,      radical
  6183, 3³ 229,        
  6184, 2³ 773,        
  6185, 5 1237,        radical
  6186, 2 3 1031,      radical
  6187, 23 269,        radical
  6188, 2² 7 13 17,    
  6189, 3 2063,        radical
  6190, 2 5 619,       radical
  6191, 41 151,        radical
  6192, 2⁴ 3² 43,      
  6193, 11 563,        radical
  6194, 2 19 163,      radical
  6195, 3 5 7 59,      radical
  6196, 2² 1549,       
  6197, 6197,          prime
  6198, 2 3 1033,      radical
  6199, 6199,          prime
  6200, 2³ 5² 31,      
  6201, 3² 13 53,      
  6202, 2 7 443,       radical
  6203, 6203,          prime
  6204, 2² 3 11 47,    
  6205, 5 17 73,       radical
  6206, 2 29 107,      radical
  6207, 3 2069,        radical
  6208, 2⁶ 97,         
  6209, 7 887,         radical
  6210, 2 3³ 5 23,     
  6211, 6211,          prime
  6212, 2² 1553,       
  6213, 3 19 109,      radical
  6214, 2 13 239,      radical
  6215, 5 11 113,      radical
  6216, 2³ 3 7 37,     
  6217, 6217,          prime
  6218, 2 3109,        radical
  6219, 3² 691,        
  6220, 2² 5 311,      
  6221, 6221,          prime
  6222, 2 3 17 61,     radical
  6223, 7² 127,        
  6224, 2⁴ 389,        
  6225, 3 5² 83,       
  6226, 2 11 283,      radical
  6227, 13 479,        radical
  6228, 2² 3² 173,     
  6229, 6229,          prime
  6230, 2 5 7 89,      radical
  6231, 3 31 67,       radical
  6232, 2³ 19 41,      
  6233, 23 271,        radical
  6234, 2 3 1039,      radical
  6235, 5 29 43,       radical
  6236, 2² 1559,       
  6237, 3⁴ 7 11,       
  6238, 2 3119,        radical
  6239, 17 367,        radical
  6240, 2⁵ 3 5 13,     
  6241, 79²,           prime power
  6242, 2 3121,        radical
  6243, 3 2081,        radical
  6244, 2² 7 223,      
  6245, 5 1249,        radical
  6246, 2 3² 347,      
  6247, 6247,          prime
  6248, 2³ 11 71,      
  6249, 3 2083,        radical
  6250, 2 5⁵,          
  6251, 7 19 47,       radical
  6252, 2² 3 521,      
  6253, 13² 37,        
  6254, 2 53 59,       radical
  6255, 3² 5 139,      
  6256, 2⁴ 17 23,      
  6257, 6257,          prime
  6258, 2 3 7 149,     radical
  6259, 11 569,        radical
  6260, 2² 5 313,      
  6261, 3 2087,        radical
  6262, 2 31 101,      radical
  6263, 6263,          prime
  6264, 2³ 3³ 29,      
  6265, 5 7 179,       radical
  6266, 2 13 241,      radical
  6267, 3 2089,        radical
  6268, 2² 1567,       
  6269, 6269,          prime
  6270, 2 3 5 11 19,   radical
  6271, 6271,          prime
  6272, 2⁷ 7²,         
  6273, 3² 17 41,      
  6274, 2 3137,        radical
  6275, 5² 251,        
  6276, 2² 3 523,      
  6277, 6277,          prime
  6278, 2 43 73,       radical
  6279, 3 7 13 23,     radical
  6280, 2³ 5 157,      
  6281, 11 571,        radical
  6282, 2 3² 349,      
  6283, 61 103,        radical
  6284, 2² 1571,       
  6285, 3 5 419,       radical
  6286, 2 7 449,       radical
  6287, 6287,          prime
  6288, 2⁴ 3 131,      
  6289, 19 331,        radical
  6290, 2 5 17 37,     radical
  6291, 3³ 233,        
  6292, 2² 11² 13,     
  6293, 7 29 31,       radical
  6294, 2 3 1049,      radical
  6295, 5 1259,        radical
  6296, 2³ 787,        
  6297, 3 2099,        radical
  6298, 2 47 67,       radical
  6299, 6299,          prime
  6300, 2² 3² 5² 7,    
  6301, 6301,          prime
  6302, 2 23 137,      radical
  6303, 3 11 191,      radical
  6304, 2⁵ 197,        
  6305, 5 13 97,       radical
  6306, 2 3 1051,      radical
  6307, 7 17 53,       radical
  6308, 2² 19 83,      
  6309, 3² 701,        
  6310, 2 5 631,       radical
  6311, 6311,          prime
  6312, 2³ 3 263,      
  6313, 59 107,        radical
  6314, 2 7 11 41,     radical
  6315, 3 5 421,       radical
  6316, 2² 1579,       
  6317, 6317,          prime
  6318, 2 3⁵ 13,       
  6319, 71 89,         radical
  6320, 2⁴ 5 79,       
  6321, 3 7² 43,       
  6322, 2 29 109,      radical
  6323, 6323,          prime
  6324, 2² 3 17 31,    
  6325, 5² 11 23,      
  6326, 2 3163,        radical
  6327, 3² 19 37,      
  6328, 2³ 7 113,      
  6329, 6329,          prime
  6330, 2 3 5 211,     radical
  6331, 13 487,        radical
  6332, 2² 1583,       
  6333, 3 2111,        radical
  6334, 2 3167,        radical
  6335, 5 7 181,       radical
  6336, 2⁶ 3² 11,      
  6337, 6337,          prime
  6338, 2 3169,        radical
  6339, 3 2113,        radical
  6340, 2² 5 317,      
  6341, 17 373,        radical
  6342, 2 3 7 151,     radical
  6343, 6343,          prime
  6344, 2³ 13 61,      
  6345, 3³ 5 47,       
  6346, 2 19 167,      radical
  6347, 11 577,        radical
  6348, 2² 3 23²,      
  6349, 7 907,         radical
  6350, 2 5² 127,      
  6351, 3 29 73,       radical
  6352, 2⁴ 397,        
  6353, 6353,          prime
  6354, 2 3² 353,      
  6355, 5 31 41,       radical
  6356, 2² 7 227,      
  6357, 3 13 163,      radical
  6358, 2 11 17²,      
  6359, 6359,          prime
  6360, 2³ 3 5 53,     
  6361, 6361,          prime
  6362, 2 3181,        radical
  6363, 3² 7 101,      
  6364, 2² 37 43,      
  6365, 5 19 67,       radical
  6366, 2 3 1061,      radical
  6367, 6367,          prime
  6368, 2⁵ 199,        
  6369, 3 11 193,      radical
  6370, 2 5 7² 13,     
  6371, 23 277,        radical
  6372, 2² 3³ 59,      
  6373, 6373,          prime
  6374, 2 3187,        radical
  6375, 3 5³ 17,       
  6376, 2³ 797,        
  6377, 7 911,         radical
  6378, 2 3 1063,      radical
  6379, 6379,          prime
  6380, 2² 5 11 29,    
  6381, 3² 709,        
  6382, 2 3191,        radical
  6383, 13 491,        radical
  6384, 2⁴ 3 7 19,     
  6385, 5 1277,        radical
  6386, 2 31 103,      radical
  6387, 3 2129,        radical
  6388, 2² 1597,       
  6389, 6389,          prime
  6390, 2 3² 5 71,     
  6391, 7 11 83,       radical
  6392, 2³ 17 47,      
  6393, 3 2131,        radical
  6394, 2 23 139,      radical
  6395, 5 1279,        radical
  6396, 2² 3 13 41,    
  6397, 6397,          prime
  6398, 2 7 457,       radical
  6399, 3⁴ 79,         
  6400, 2⁸ 5²,         
  6401, 37 173,        radical
  6402, 2 3 11 97,     radical
  6403, 19 337,        radical
  6404, 2² 1601,       
  6405, 3 5 7 61,      radical
  6406, 2 3203,        radical
  6407, 43 149,        radical
  6408, 2³ 3² 89,      
  6409, 13 17 29,      radical
  6410, 2 5 641,       radical
  6411, 3 2137,        radical
  6412, 2² 7 229,      
  6413, 11² 53,        
  6414, 2 3 1069,      radical
  6415, 5 1283,        radical
  6416, 2⁴ 401,        
  6417, 3² 23 31,      
  6418, 2 3209,        radical
  6419, 7² 131,        
  6420, 2² 3 5 107,    
  6421, 6421,          prime
  6422, 2 13² 19,      
  6423, 3 2141,        radical
  6424, 2³ 11 73,      
  6425, 5² 257,        
  6426, 2 3³ 7 17,     
  6427, 6427,          prime
  6428, 2² 1607,       
  6429, 3 2143,        radical
  6430, 2 5 643,       radical
  6431, 59 109,        radical
  6432, 2⁵ 3 67,       
  6433, 7 919,         radical
  6434, 2 3217,        radical
  6435, 3² 5 11 13,    
  6436, 2² 1609,       
  6437, 41 157,        radical
  6438, 2 3 29 37,     radical
  6439, 47 137,        radical
  6440, 2³ 5 7 23,     
  6441, 3 19 113,      radical
  6442, 2 3221,        radical
  6443, 17 379,        radical
  6444, 2² 3² 179,     
  6445, 5 1289,        radical
  6446, 2 11 293,      radical
  6447, 3 7 307,       radical
  6448, 2⁴ 13 31,      
  6449, 6449,          prime
  6450, 2 3 5² 43,     
  6451, 6451,          prime
  6452, 2² 1613,       
  6453, 3³ 239,        
  6454, 2 7 461,       radical
  6455, 5 1291,        radical
  6456, 2³ 3 269,      
  6457, 11 587,        radical
  6458, 2 3229,        radical
  6459, 3 2153,        radical
  6460, 2² 5 17 19,    
  6461, 7 13 71,       radical
  6462, 2 3² 359,      
  6463, 23 281,        radical
  6464, 2⁶ 101,        
  6465, 3 5 431,       radical
  6466, 2 53 61,       radical
  6467, 29 223,        radical
  6468, 2² 3 7² 11,    
  6469, 6469,          prime
  6470, 2 5 647,       radical
  6471, 3² 719,        
  6472, 2³ 809,        
  6473, 6473,          prime
  6474, 2 3 13 83,     radical
  6475, 5² 7 37,       
  6476, 2² 1619,       
  6477, 3 17 127,      radical
  6478, 2 41 79,       radical
  6479, 11 19 31,      radical
  6480, 2⁴ 3⁴ 5,       
  6481, 6481,          prime
  6482, 2 7 463,       radical
  6483, 3 2161,        radical
  6484, 2² 1621,       
  6485, 5 1297,        radical
  6486, 2 3 23 47,     radical
  6487, 13 499,        radical
  6488, 2³ 811,        
  6489, 3² 7 103,      
  6490, 2 5 11 59,     radical
  6491, 6491,          prime
  6492, 2² 3 541,      
  6493, 43 151,        radical
  6494, 2 17 191,      radical
  6495, 3 5 433,       radical
  6496, 2⁵ 7 29,       
  6497, 73 89,         radical
  6498, 2 3² 19²,      
  6499, 67 97,         radical
  6500, 2² 5³ 13,      
  6501, 3 11 197,      radical
  6502, 2 3251,        radical
  6503, 7 929,         radical
  6504, 2³ 3 271,      
  6505, 5 1301,        radical
  6506, 2 3253,        radical
  6507, 3³ 241,        
  6508, 2² 1627,       
  6509, 23 283,        radical
  6510, 2 3 5 7 31,    radical
  6511, 17 383,        radical
  6512, 2⁴ 11 37,      
  6513, 3 13 167,      radical
  6514, 2 3257,        radical
  6515, 5 1303,        radical
  6516, 2² 3² 181,     
  6517, 7³ 19,         
  6518, 2 3259,        radical
  6519, 3 41 53,       radical
  6520, 2³ 5 163,      
  6521, 6521,          prime
  6522, 2 3 1087,      radical
  6523, 11 593,        radical
  6524, 2² 7 233,      
  6525, 3² 5² 29,      
  6526, 2 13 251,      radical
  6527, 61 107,        radical
  6528, 2⁷ 3 17,       
  6529, 6529,          prime
  6530, 2 5 653,       radical
  6531, 3 7 311,       radical
  6532, 2² 23 71,      
  6533, 47 139,        radical
  6534, 2 3³ 11²,      
  6535, 5 1307,        radical
  6536, 2³ 19 43,      
  6537, 3 2179,        radical
  6538, 2 7 467,       radical
  6539, 13 503,        radical
  6540, 2² 3 5 109,    
  6541, 31 211,        radical
  6542, 2 3271,        radical
  6543, 3² 727,        
  6544, 2⁴ 409,        
  6545, 5 7 11 17,     radical
  6546, 2 3 1091,      radical
  6547, 6547,          prime
  6548, 2² 1637,       
  6549, 3 37 59,       radical
  6550, 2 5² 131,      
  6551, 6551,          prime
  6552, 2³ 3² 7 13,    
  6553, 6553,          prime
  6554, 2 29 113,      radical
  6555, 3 5 19 23,     radical
  6556, 2² 11 149,     
  6557, 79 83,         radical
  6558, 2 3 1093,      radical
  6559, 7 937,         radical
  6560, 2⁵ 5 41,       
  6561, 3⁸,            prime power
  6562, 2 17 193,      radical
  6563, 6563,          prime
  6564, 2² 3 547,      
  6565, 5 13 101,      radical
  6566, 2 7² 67,       
  6567, 3 11 199,      radical
  6568, 2³ 821,        
  6569, 6569,          prime
  6570, 2 3² 5 73,     
  6571, 6571,          prime
  6572, 2² 31 53,      
  6573, 3 7 313,       radical
  6574, 2 19 173,      radical
  6575, 5² 263,        
  6576, 2⁴ 3 137,      
  6577, 6577,          prime
  6578, 2 11 13 23,    radical
  6579, 3² 17 43,      
  6580, 2² 5 7 47,     
  6581, 6581,          prime
  6582, 2 3 1097,      radical
  6583, 29 227,        radical
  6584, 2³ 823,        
  6585, 3 5 439,       radical
  6586, 2 37 89,       radical
  6587, 7 941,         radical
  6588, 2² 3³ 61,      
  6589, 11 599,        radical
  6590, 2 5 659,       radical
  6591, 3 13³,         
  6592, 2⁶ 103,        
  6593, 19 347,        radical
  6594, 2 3 7 157,     radical
  6595, 5 1319,        radical
  6596, 2² 17 97,      
  6597, 3² 733,        
  6598, 2 3299,        radical
  6599, 6599,          prime
  6600, 2³ 3 5² 11,    
  6601, 7 23 41,       radical
  6602, 2 3301,        radical
  6603, 3 31 71,       radical
  6604, 2² 13 127,     
  6605, 5 1321,        radical
  6606, 2 3² 367,      
  6607, 6607,          prime
  6608, 2⁴ 7 59,       
  6609, 3 2203,        radical
  6610, 2 5 661,       radical
  6611, 11 601,        radical
  6612, 2² 3 19 29,    
  6613, 17 389,        radical
  6614, 2 3307,        radical
  6615, 3³ 5 7²,       
  6616, 2³ 827,        
  6617, 13 509,        radical
  6618, 2 3 1103,      radical
  6619, 6619,          prime
  6620, 2² 5 331,      
  6621, 3 2207,        radical
  6622, 2 7 11 43,     radical
  6623, 37 179,        radical
  6624, 2⁵ 3² 23,      
  6625, 5³ 53,         
  6626, 2 3313,        radical
  6627, 3 47²,         
  6628, 2² 1657,       
  6629, 7 947,         radical
  6630, 2 3 5 13 17,   radical
  6631, 19 349,        radical
  6632, 2³ 829,        
  6633, 3² 11 67,      
  6634, 2 31 107,      radical
  6635, 5 1327,        radical
  6636, 2² 3 7 79,     
  6637, 6637,          prime
  6638, 2 3319,        radical
  6639, 3 2213,        radical
  6640, 2⁴ 5 83,       
  6641, 29 229,        radical
  6642, 2 3⁴ 41,       
  6643, 7 13 73,       radical
  6644, 2² 11 151,     
  6645, 3 5 443,       radical
  6646, 2 3323,        radical
  6647, 17² 23,        
  6648, 2³ 3 277,      
  6649, 61 109,        radical
  6650, 2 5² 7 19,     
  6651, 3² 739,        
  6652, 2² 1663,       
  6653, 6653,          prime
  6654, 2 3 1109,      radical
  6655, 5 11³,         
  6656, 2⁹ 13,         
  6657, 3 7 317,       radical
  6658, 2 3329,        radical
  6659, 6659,          prime
  6660, 2² 3² 5 37,    
  6661, 6661,          prime
  6662, 2 3331,        radical
  6663, 3 2221,        radical
  6664, 2³ 7² 17,      
  6665, 5 31 43,       radical
  6666, 2 3 11 101,    radical
  6667, 59 113,        radical
  6668, 2² 1667,       
  6669, 3³ 13 19,      
  6670, 2 5 23 29,     radical
  6671, 7 953,         radical
  6672, 2⁴ 3 139,      
  6673, 6673,          prime
  6674, 2 47 71,       radical
  6675, 3 5² 89,       
  6676, 2² 1669,       
  6677, 11 607,        radical
  6678, 2 3² 7 53,     
  6679, 6679,          prime
  6680, 2³ 5 167,      
  6681, 3 17 131,      radical
  6682, 2 13 257,      radical
  6683, 41 163,        radical
  6684, 2² 3 557,      
  6685, 5 7 191,       radical
  6686, 2 3343,        radical
  6687, 3² 743,        
  6688, 2⁵ 11 19,      
  6689, 6689,          prime
  6690, 2 3 5 223,     radical
  6691, 6691,          prime
  6692, 2² 7 239,      
  6693, 3 23 97,       radical
  6694, 2 3347,        radical
  6695, 5 13 103,      radical
  6696, 2³ 3³ 31,      
  6697, 37 181,        radical
  6698, 2 17 197,      radical
  6699, 3 7 11 29,     radical
  6700, 2² 5² 67,      
  6701, 6701,          prime
  6702, 2 3 1117,      radical
  6703, 6703,          prime
  6704, 2⁴ 419,        
  6705, 3² 5 149,      
  6706, 2 7 479,       radical
  6707, 19 353,        radical
  6708, 2² 3 13 43,    
  6709, 6709,          prime
  6710, 2 5 11 61,     radical
  6711, 3 2237,        radical
  6712, 2³ 839,        
  6713, 7² 137,        
  6714, 2 3² 373,      
  6715, 5 17 79,       radical
  6716, 2² 23 73,      
  6717, 3 2239,        radical
  6718, 2 3359,        radical
  6719, 6719,          prime
  6720, 2⁶ 3 5 7,      
  6721, 11 13 47,      radical
  6722, 2 3361,        radical
